,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Jiri Hudler,28,DET,C,0.62,0.31,0.31,1.57,127,19.7,221,57.5,-0.8,101.8,56.3,43.7,15:40,1269,2:14,81,25,23,2,25,17,8,0.025,0.099,50
Aaron Johnson,28,CBJ,D,0.29,0.05,0.23,1.13,63,4.8,118,53.4,-1.8,97.5,43.5,56.5,16:30,924,0:50,56,3,2,1,13,12,1,0.018,0.018,16
Jussi Jokinen,28,CAR,LW,0.58,0.15,0.43,1.49,118,10.2,241,49,1.5,99.9,53.4,46.6,17:40,1396,2:49,79,12,7,3,34,19,15,0.038,0.190,46
Milan Jurcina,28,NYI,D,0.17,0.05,0.12,1.95,127,2.4,265,47.9,-0.8,93.6,52.1,47.9,18:47,1221,0:50,65,3,1,2,8,7,1,0.031,0.015,11
Duncan Keith,28,CHI,D,0.54,0.05,0.49,2.19,162,2.5,378,42.9,-1.9,100.8,51.1,48.9,26:54,1990,3:09,74,4,3,1,36,22,12,0.014,0.162,40
Mikko Koivu,28,MIN,C,0.80,0.22,0.58,2.35,129,9.3,218,59.2,1.4,102.5,47.6,52.4,21:21,1174,3:31,55,12,9,2,32,16,13,0.036,0.236,44
Ilya Kovalchuk,28,NJD,LW,1.08,0.48,0.60,4.03,310,11.9,551,56.1,2,98.5,56.9,43.1,24:26,1882,4:55,77,37,24,10,46,25,19,0.130,0.247,83
Brooks Laich,28,WSH,C,0.50,0.20,0.30,2.33,191,8.4,298,64.1,-2.7,100,42.2,57.8,18:30,1517,2:11,82,16,10,5,25,21,4,0.061,0.049,41
Ville Leino,28,BUF,LW,0.35,0.11,0.24,1.10,78,10.3,165,47.3,1,99.7,54.1,45.9,15:55,1131,1:02,71,8,7,1,17,17,0,0.014,0.000,25
Joakim Lindstrom,28,COL,LW,0.31,0.13,0.19,1.38,22,9.1,49,44.9,-9.8,93.4,65,35,13:55,223,2:17,16,2,1,1,3,3,0,0.063,0.000,5
Joffrey Lupul,28,TOR,C,1.02,0.38,0.64,2.89,191,13.1,342,55.8,-1.4,100.8,55.7,44.3,18:37,1228,3:16,66,25,17,8,42,29,13,0.121,0.197,67
Jay McClement,28,COL,C,0.21,0.13,0.09,1.19,95,10.5,169,56.2,-6.8,99.1,32.8,67.2,13:45,1100,0:03,80,10,9,0,7,7,0,0.000,0.000,17
Cody McCormick,28,BUF,C,0.08,0.02,0.06,0.86,43,2.3,88,48.9,4.5,95.6,51.4,48.6,7:50,392,0:00,50,1,1,0,3,3,0,0.000,0.000,4
Brad Mills,28,NJD,C,0.04,0.00,0.04,0.67,18,0,32,56.3,-6.7,89.2,55.2,44.8,7:11,194,0:01,27,0,0,0,1,1,0,0.000,0.000,1
Matt Moulson,28,NYI,LW,0.84,0.44,0.40,2.67,219,16.4,358,61.2,2.7,99.4,58.5,41.5,19:18,1583,3:08,82,36,22,14,33,23,10,0.171,0.122,69
Eric Nystrom,28,DAL,LW,0.28,0.22,0.07,1.38,102,15.7,187,54.5,-4.1,98.2,44.2,55.8,13:45,1017,0:09,74,16,16,0,5,5,0,0.000,0.000,21
Shane O'Brien,28,COL,D,0.26,0.04,0.22,1.50,114,2.6,228,50,1.3,99.2,57.7,42.3,19:13,1461,0:25,76,3,2,1,17,15,1,0.013,0.013,20
P.A. Parenteau,28,NYI,LW,0.84,0.23,0.61,2.09,167,10.8,272,61.4,3.5,97.6,55.8,44.2,18:39,1492,2:56,80,18,12,6,49,36,13,0.075,0.163,67
Joni Pitkanen,28,CAR,D,0.57,0.17,0.40,2.07,62,8.1,115,53.9,-0.8,96.8,50,50,22:18,669,3:53,30,5,3,2,12,6,6,0.067,0.200,17
Corey Potter,28,EDM,D,0.34,0.06,0.27,1.58,98,4.1,216,45.4,2.1,97.6,54,46,19:57,1237,2:28,62,4,3,1,17,7,10,0.016,0.161,21
Aaron Rome,28,VAN,D,0.23,0.09,0.14,0.98,42,9.5,105,40,-3.6,98.2,43.2,56.8,15:14,655,0:32,43,4,3,1,6,5,1,0.023,0.023,10
Derek Roy,28,BUF,C,0.55,0.21,0.34,2.20,176,9.7,326,54,1.9,99.1,48.8,51.2,19:19,1546,2:37,80,17,10,6,27,21,6,0.075,0.075,44
Tuomo Ruutu,28,CAR,C,0.47,0.25,0.22,2.17,156,11.5,271,57.6,0,100.4,53.7,46.3,16:28,1185,2:28,72,18,15,3,16,14,2,0.042,0.028,34
Brandon Segal,28,TBL,RW,0.00,0.00,0.00,0.80,8,0,11,72.7,-0.6,90.9,33.3,66.7,6:35,66,0:01,10,0,0,0,0,0,0,0.000,0.000,0
Ryan Shannon,28,TBL,RW,0.27,0.09,0.18,1.02,46,8.7,75,61.3,1.9,96.2,44.7,55.3,12:02,541,0:54,45,4,3,1,8,6,2,0.022,0.044,12
Jason Spezza,28,OTT,C,1.05,0.43,0.63,2.90,232,14.7,453,51.2,0.6,101.8,59.6,40.4,19:55,1594,3:22,80,34,24,10,50,36,14,0.125,0.175,84
Matt Stajan,28,CGY,C,0.30,0.13,0.16,1.26,77,10.4,121,63.6,0.5,99.6,46.8,53.2,13:01,794,0:28,61,8,8,0,10,8,2,0.000,0.033,18
Lee Stempniak,28,CGY,RW,0.46,0.23,0.23,2.13,130,10.8,232,56,1.9,100.1,49.5,50.5,16:14,990,1:51,61,14,12,2,14,11,3,0.033,0.049,28
Bill Thomas,28,FLA,RW,0.14,0.14,0.00,1.29,9,11.1,17,52.9,7.3,99.8,50,50,8:44,61,0:05,7,1,1,0,0,0,0,0.000,0.000,1
Chris Thorburn,28,WPG,C,0.15,0.06,0.10,0.96,69,5.8,119,57.1,-11.7,99.8,39.2,60.8,10:11,733,0:04,72,4,4,0,7,7,0,0.000,0.000,11
Jordin Tootoo,28,NSH,RW,0.39,0.08,0.31,1.77,136,4.4,237,57.4,-3.9,100.6,47,53,13:09,1013,0:12,77,6,5,1,24,23,1,0.013,0.013,30
Fedor Tyutin,28,CBJ,D,0.39,0.08,0.32,1.88,124,4,246,50.4,1.6,95.8,45.3,54.7,24:09,1593,3:18,66,5,4,1,21,9,11,0.015,0.167,26
Scottie Upshall,28,FLA,RW,0.19,0.08,0.12,2.04,53,3.8,96,55.2,0.2,98.4,49.7,50.3,12:43,331,1:20,26,2,1,1,3,3,0,0.038,0.000,5
David Van Der Gulik,28,COL,RW,0.24,0.04,0.20,0.80,20,5,33,60.6,-4.7,106.4,40.9,59.1,8:12,205,0:01,25,1,1,0,5,5,0,0.000,0.000,6
Thomas Vanek,28,BUF,LW,0.78,0.33,0.45,2.62,204,12.7,328,62.2,-2.8,101.3,54.7,45.3,16:56,1321,3:02,78,26,16,10,35,21,14,0.128,0.179,61
Stephen Weiss,28,FLA,C,0.71,0.25,0.46,1.86,149,13.4,264,56.1,-3.1,101.5,56,44,20:31,1641,3:17,80,20,14,5,37,25,12,0.063,0.150,57
Kyle Wellwood,28,WPG,C,0.61,0.23,0.38,1.21,93,19.4,158,58.9,5.8,98.6,60.4,39.6,14:57,1151,1:59,77,18,14,4,29,23,6,0.052,0.078,47
Ryan Whitney,28,EDM,D,0.39,0.06,0.33,0.80,41,7.3,110,37.3,-3.8,98.5,52.1,47.9,20:58,1069,2:15,51,3,1,2,17,9,8,0.039,0.157,20
Dennis Wideman,28,WSH,D,0.56,0.13,0.43,2.13,175,6.3,370,47.3,0.7,100,48.8,51.2,23:54,1960,3:16,82,11,7,4,35,19,16,0.049,0.195,46
Clay Wilson,28,CGY,D,0.00,0.00,0.00,1.40,7,0,15,46.7,10.9,100,51.1,48.9,13:15,66,1:55,5,0,0,0,0,0,0,0.000,0.000,0
Jesse Winchester,28,OTT,C,0.25,0.06,0.19,1.63,52,3.8,91,57.1,-3.7,101.5,44.2,55.8,10:38,340,0:01,32,2,1,0,6,6,0,0.000,0.000,8
Jeff Woywitka,28,NYR,D,0.22,0.04,0.19,0.48,13,7.7,34,38.2,2.5,100.9,55.9,44.1,10:25,281,0:01,27,1,1,0,5,5,0,0.000,0.000,6
Colby Armstrong,29,TOR,RW,0.10,0.03,0.07,0.48,14,7.1,26,53.8,-3.2,93.8,50.4,49.6,9:19,270,0:05,29,1,1,0,2,2,0,0.000,0.000,3
Keith Ballard,29,VAN,D,0.15,0.02,0.13,0.87,41,2.4,105,39,-6.6,100.3,44.9,55.1,15:33,731,0:12,47,1,1,0,6,6,0,0.000,0.000,7
Brad Boyes,29,BUF,C,0.35,0.12,0.23,1.54,100,8,170,58.8,-1.2,101.3,54,46,13:10,856,1:59,65,8,6,2,15,9,6,0.031,0.092,23
Adam Burish,29,DAL,C,0.29,0.09,0.20,1.26,82,7.3,140,58.6,0.2,102,42.1,57.9,12:47,831,0:32,65,6,6,0,13,11,2,0.000,0.031,19
Mike Cammalleri,29,TOT,C,0.62,0.30,0.32,2.65,175,11.4,281,62.3,-1.8,99.7,52.4,47.6,18:07,1195,3:02,66,20,17,3,21,12,9,0.045,0.136,41
Ryane Clowe,29,SJS,LW,0.59,0.22,0.37,2.37,180,9.4,297,60.6,-1.1,98.2,56.8,43.2,17:52,1358,2:16,76,17,13,4,28,17,11,0.053,0.145,45
Carlo Colaiacovo,29,STL,D,0.30,0.03,0.27,1.06,68,2.9,180,37.8,-2.2,100.6,50.5,49.5,19:00,1216,2:01,64,2,2,0,17,9,8,0.000,0.125,19
Andrew Ebbett,29,VAN,C,0.33,0.28,0.06,1.50,27,18.5,39,69.2,0.1,101.6,38.6,61.4,9:35,173,0:46,18,5,4,1,1,1,0,0.056,0.000,6
Christian Ehrhoff,29,BUF,D,0.48,0.08,0.41,2.06,136,3.7,303,44.9,1.4,100.3,52.6,47.4,23:03,1522,2:58,66,5,4,1,27,15,10,0.015,0.152,32
Deryk Engelland,29,PIT,D,0.23,0.05,0.18,1.18,86,4.7,186,46.2,-3.9,101.2,55.6,44.4,16:09,1179,0:00,73,4,4,0,13,13,0,0.000,0.000,17
Marian Gaborik,29,NYR,RW,0.93,0.50,0.43,3.37,276,14.9,447,61.5,-2,102.3,63.7,36.3,19:31,1600,3:34,82,41,31,10,35,24,11,0.122,0.134,76
Paul Gaustad,29,TOT,C,0.30,0.10,0.20,1.07,75,9.3,127,59.1,-7.2,100.9,33.3,66.7,14:46,1034,0:04,70,7,7,0,14,13,0,0.000,0.000,21
Tom Gilbert,29,TOT,D,0.33,0.04,0.28,1.07,72,4.2,176,40.9,1.1,98.7,47.7,52.3,24:04,1612,2:20,67,3,1,2,19,15,4,0.030,0.060,22
Tim Gleason,29,CAR,D,0.22,0.01,0.21,0.79,65,1.5,146,44.5,-1.8,101.8,39.8,60.2,20:43,1698,0:18,82,1,1,0,17,14,2,0.000,0.024,18
Curtis Glencross,29,CGY,LW,0.72,0.39,0.33,1.64,110,23.6,177,62.1,-5.2,98.5,49.6,50.4,18:01,1208,2:03,67,26,17,8,22,16,5,0.119,0.075,48
Andy Greene,29,NJD,D,0.29,0.02,0.27,0.95,53,1.9,118,44.9,-2,100.4,52.2,47.8,19:30,1092,0:26,56,1,1,0,15,14,1,0.000,0.018,16
Nate Guenin,29,ANA,D,0.13,0.13,0.00,0.33,5,40,15,33.3,-1.4,109.7,57.1,42.9,11:09,167,0:00,15,2,2,0,0,0,0,0.000,0.000,2
Dan Hamhuis,29,VAN,D,0.45,0.05,0.40,1.71,140,2.9,333,42,1.8,102.8,47.5,52.5,23:26,1921,1:51,82,4,3,1,33,21,10,0.012,0.122,37
Jay Harrison,29,CAR,D,0.32,0.13,0.19,1.78,128,7,291,44,-0.7,98.7,49.7,50.3,20:33,1480,1:20,72,9,7,2,14,11,3,0.028,0.042,23
Scott Hartnell,29,PHI,RW,0.82,0.45,0.37,2.83,232,15.9,374,62,2.4,102.2,53.2,46.8,17:47,1458,3:12,82,37,21,16,30,23,7,0.195,0.085,67
Rostislav Klesla,29,PHX,D,0.20,0.05,0.15,1.34,87,3.4,174,50,-6.4,102.3,44.3,55.7,19:22,1258,0:03,65,3,3,0,10,10,0,0.000,0.000,13
Chuck Kobasew,29,COL,RW,0.24,0.12,0.12,1.12,65,10.8,113,57.5,-8.4,97.5,54.1,45.9,11:51,687,0:30,58,7,6,0,7,6,1,0.000,0.017,14
Tomas Kopecky,29,FLA,RW,0.40,0.13,0.28,1.79,143,7,298,47.7,-1,99.7,45.7,54.3,17:16,1382,2:08,80,10,8,2,22,16,6,0.025,0.075,32
Chad Larose,29,CAR,RW,0.48,0.28,0.19,2.97,199,9.5,332,59.9,1.1,96.9,45.9,54.1,16:46,1123,1:58,67,19,15,3,13,9,4,0.045,0.060,32
Matthew Lombardi,29,TOR,C,0.29,0.13,0.16,1.63,101,7.9,153,66,-3.4,96.3,51.9,48.1,13:34,841,0:25,62,8,7,0,10,10,0,0.000,0.000,18
Zbynek Michalek,29,PIT,D,0.21,0.03,0.18,1.24,77,2.6,174,44.3,-5.1,97.8,51.2,48.8,21:39,1342,0:14,62,2,2,0,11,9,1,0.000,0.016,13
Travis Moen,29,MTL,LW,0.33,0.19,0.15,0.94,45,20,82,54.9,-7.3,100.2,43.2,56.8,15:43,754,0:08,48,9,8,0,7,7,0,0.000,0.000,16
Kris Newbury,29,NYR,C,0.00,0.00,0.00,0.29,2,0,4,50,-3.8,106,37.5,62.5,5:53,41,0:03,7,0,0,0,0,0,0,0.000,0.000,0
Colton Orr,29,TOR,RW,0.20,0.20,0.00,0.60,3,33.3,3,100,-17.3,112.5,23.1,76.9,4:29,22,0:00,5,1,1,0,0,0,0,0.000,0.000,1
Steve Ott,29,DAL,C,0.53,0.15,0.38,1.46,108,10.2,217,49.8,-0.2,100,47.2,52.8,18:21,1357,2:01,74,11,7,4,28,22,4,0.054,0.054,39
Dustin Penner,29,LAK,RW,0.26,0.11,0.15,1.83,119,5.9,216,55.1,-1.1,97.2,53.9,46.1,14:19,931,1:33,65,7,6,1,10,10,0,0.015,0.000,17
Warren Peters,29,MIN,LW,0.09,0.02,0.07,0.93,54,1.9,108,50,-6.1,95.4,35.6,64.4,10:35,614,0:03,58,1,1,0,4,4,0,0.000,0.000,5
Rich Peverley,29,BOS,C,0.74,0.19,0.54,1.96,112,9.8,226,49.6,-5.8,104.9,50.3,49.7,16:54,963,2:44,57,11,10,1,31,19,10,0.018,0.175,42
Tomas Plekanec,29,MTL,C,0.64,0.21,0.43,2.72,220,7.7,398,55.3,-2.5,98.1,43.1,56.9,20:45,1681,3:05,81,17,9,5,35,19,13,0.062,0.160,52
Jason Pominville,29,BUF,RW,0.89,0.37,0.52,2.87,235,12.8,407,57.7,-0.7,100.1,53.8,46.2,19:41,1614,3:08,82,30,20,8,43,24,18,0.098,0.220,73
Nick Schultz,29,TOT,D,0.09,0.01,0.07,0.62,51,2,131,38.9,-4.9,99.5,43.5,56.5,19:42,1616,0:21,82,1,0,1,6,6,0,0.012,0.000,7
John Scott,29,TOT,D,0.03,0.00,0.03,0.26,9,0,20,45,-1.9,97.7,63.6,36.4,6:42,235,0:00,35,0,0,0,1,1,0,0.000,0.000,1
Jim Slater,29,WPG,C,0.27,0.17,0.10,1.51,118,11,181,65.2,-14,100.2,27.3,72.7,14:46,1152,0:06,78,13,12,0,8,8,0,0.000,0.000,21
Tim Stapleton,29,WPG,C,0.43,0.17,0.25,1.17,74,14.9,116,63.8,-3.9,100.8,57.1,42.9,10:09,639,1:40,63,11,7,4,16,9,7,0.063,0.111,27
David Steckel,29,TOR,C,0.17,0.11,0.07,1.04,79,10.1,143,55.2,-1.7,96,37.7,62.3,12:50,975,0:10,76,8,5,1,5,5,0,0.013,0.000,13
Jarret Stoll,29,LAK,C,0.27,0.08,0.19,1.71,133,4.5,242,54.5,-2.1,99.8,45.9,54.1,16:41,1301,2:01,78,6,5,1,15,8,7,0.013,0.090,21
Colin Stuart,29,BUF,LW,0.00,0.00,0.00,0.00,0,,0,,-31.4,76.9,55.6,44.4,6:12,12,0:01,2,0,0,0,0,0,0,0.000,0.000,0
R.J. Umberger,29,CBJ,C,0.52,0.26,0.26,2.60,200,10,302,66.2,-2.5,99.3,49.6,50.4,18:11,1401,3:09,77,20,15,5,20,14,5,0.065,0.065,40
Antoine Vermette,29,TOT,C,0.45,0.13,0.32,1.82,149,7.4,254,58.7,3.5,97.5,48,52,17:12,1411,2:02,82,11,6,4,26,20,5,0.049,0.061,37
Anton Volchenkov,29,NJD,D,0.15,0.03,0.13,0.88,63,3.2,147,42.9,-1.5,99.2,47.2,52.8,17:59,1294,0:02,72,2,2,0,9,8,0,0.000,0.000,11
Andrew Alberts,30,VAN,D,0.07,0.05,0.02,0.43,19,10.5,61,31.1,-7.7,103.4,39.4,60.6,14:18,629,0:03,44,2,2,0,1,1,0,0.000,0.000,3
Kevin Bieksa,30,VAN,D,0.56,0.10,0.46,2.13,166,4.8,355,46.8,2.1,100.7,49.1,50.9,23:38,1844,1:43,78,8,6,2,36,28,8,0.026,0.103,44
Rene Bourque,30,TOT,LW,0.32,0.24,0.08,2.08,158,11.4,319,49.8,-5.5,98.1,47.5,52.5,17:50,1355,2:26,76,18,14,3,6,3,3,0.039,0.039,24
Alexandre Burrows,30,VAN,LW,0.65,0.35,0.30,2.48,198,14.1,341,58.1,4.8,101.9,74.1,25.9,18:28,1478,2:08,80,28,23,3,24,20,4,0.038,0.050,52
Tim Connolly,30,TOR,C,0.51,0.19,0.33,1.49,104,12.5,202,51.5,-1.3,98.8,50.1,49.9,17:00,1190,1:52,70,13,11,2,23,20,3,0.029,0.043,36
Jon DiSalvatore,30,MIN,LW,0.00,0.00,0.00,2.00,2,0,2,100,,100,72.7,27.3,14:27,14,1:02,1,0,0,0,0,0,0,0.000,0.000,0
Matt Ellis,30,BUF,LW,0.13,0.05,0.08,1.42,85,3.5,140,60.7,0,98.3,45.4,54.6,9:43,583,0:02,60,3,3,0,5,5,0,0.000,0.000,8
Martin Erat,30,NSH,LW,0.82,0.27,0.55,1.51,107,17.8,194,54.6,-2.4,103.7,42.2,57.8,18:29,1312,2:21,71,19,13,5,39,26,13,0.070,0.183,58
Kurtis Foster,30,TOT,D,0.27,0.08,0.20,1.67,85,4.7,152,53.9,-2.3,97.8,61.6,38.4,15:54,811,3:06,51,4,2,2,10,1,9,0.039,0.176,14
Alexandre Giroux,30,CBJ,C,0.11,0.11,0.00,2.00,18,5.6,27,66.7,-0.4,93.1,50.8,49.2,12:12,110,2:02,9,1,1,0,0,0,0,0.000,0.000,1
Ron Hainsey,30,WPG,D,0.18,0.00,0.18,1.02,57,0,135,42.2,-4.2,101.7,46.4,53.6,21:06,1181,0:43,56,0,0,0,10,9,1,0.000,0.018,10
Martin Havlat,30,SJS,LW,0.69,0.18,0.51,2.46,96,7.3,171,56.1,-1.4,103.3,56.2,43.8,17:37,687,2:12,39,7,3,4,20,15,4,0.103,0.103,27
Matt Hendricks,30,WSH,C,0.12,0.05,0.06,1.24,97,4.1,170,57.1,-2,98.5,43.6,56.4,12:07,946,0:05,78,4,4,0,5,4,0,0.000,0.000,9
Barret Jackman,30,STL,D,0.16,0.01,0.15,1.01,82,1.2,180,45.6,-4.1,101.8,45.9,54.1,20:41,1675,0:03,81,1,1,0,12,12,0,0.000,0.000,13
Tim Jackman,30,CGY,RW,0.09,0.01,0.08,1.37,103,1,195,52.8,0.3,93.4,49.3,50.7,9:07,684,0:21,75,1,1,0,6,6,0,0.000,0.000,7
Jason Jaffray,30,WPG,RW,0.08,0.00,0.08,0.77,10,0,12,83.3,3.2,96.6,43.2,56.8,6:30,85,0:11,13,0,0,0,1,1,0,0.000,0.000,1
Randy Jones,30,WPG,D,0.05,0.03,0.03,0.62,24,4.2,74,32.4,-4.7,102.5,50.9,49.1,14:49,578,0:03,39,1,1,0,1,1,0,0.000,0.000,2
Bracken Kearns,30,FLA,C,0.00,0.00,0.00,0.00,0,,2,0,-11.6,100,33.3,66.7,7:14,36,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Krys Kolanos,30,CGY,C,0.08,0.00,0.08,2.23,29,0,45,64.4,12.9,98,59.7,40.3,9:51,128,1:00,13,0,0,0,1,1,0,0.000,0.000,1
Mike Komisarek,30,TOR,D,0.11,0.02,0.09,0.76,34,2.9,85,40,-2.9,96.8,42,58,16:39,750,0:03,45,1,1,0,4,4,0,0.000,0.000,5
Brett Lebda,30,CBJ,D,0.13,0.03,0.10,1.20,36,2.8,70,51.4,0.5,101.9,43.8,56.2,16:29,494,0:51,30,1,1,0,3,3,0,0.000,0.000,4
Derek MacKenzie,30,CBJ,C,0.21,0.11,0.11,0.92,61,11.5,94,64.9,-4.9,101.3,45.3,54.7,10:30,693,0:02,66,7,4,1,7,6,0,0.015,0.000,14
Paul Martin,30,PIT,D,0.37,0.03,0.34,1.27,93,2.2,200,46.5,1.4,98.3,53.9,46.1,23:00,1679,1:49,73,2,2,0,25,20,4,0.000,0.055,27
Brian McGrattan,30,NSH,RW,0.07,0.00,0.07,0.33,10,0,21,47.6,-1.6,99.8,51.8,48.2,5:19,160,0:00,30,0,0,0,2,2,0,0.000,0.000,2
Dave Moss,30,CGY,LW,0.28,0.06,0.22,2.56,82,2.4,136,60.3,2.3,97.5,48.3,51.7,14:01,448,0:54,32,2,2,0,7,7,0,0.000,0.000,9
Andrew Murray,30,SJS,C,0.10,0.03,0.08,0.85,33,3,52,63.5,-2.4,101,62.2,37.8,7:42,300,0:02,39,1,1,0,3,3,0,0.000,0.000,4
Johnny Oduya,30,TOT,D,0.22,0.04,0.19,1.01,82,3.7,213,38.5,-2.4,98.6,50.4,49.6,20:28,1657,0:46,81,3,3,0,15,15,0,0.000,0.000,18
Taylor Pyatt,30,PHX,LW,0.26,0.12,0.14,1.52,111,8.1,181,61.3,-5.8,100,40.9,59.1,12:19,899,0:35,73,9,9,0,10,9,1,0.000,0.014,19
Greg Rallo,30,FLA,C,0.00,0.00,0.00,1.00,1,0,1,100,20.7,,,,3:31,4,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Dennis Seidenberg,30,BOS,D,0.29,0.06,0.23,2.18,174,2.9,349,49.9,-2.9,100.5,52.4,47.6,24:02,1923,2:35,80,5,5,0,18,8,8,0.000,0.100,23
Patrick Sharp,30,CHI,C,0.93,0.45,0.49,3.81,282,11.7,482,58.3,5.5,101.6,64.8,35.2,19:54,1473,3:31,74,33,25,7,36,26,10,0.095,0.135,69
Jeff Taffe,30,MIN,C,0.40,0.00,0.40,1.40,7,0,13,53.8,5,115.8,40,60,12:55,65,1:26,5,0,0,0,2,2,0,0.000,0.000,2
Raffi Torres,30,PHX,LW,0.33,0.19,0.14,1.25,99,15.2,155,63.9,1.7,100.4,55,45,11:22,898,0:48,79,15,14,1,11,11,0,0.013,0.000,26
Stephane Veilleux,30,TOT,LW,0.09,0.00,0.09,0.73,16,0,32,50,-1.4,98.4,42.7,57.3,9:49,216,0:02,22,0,0,0,2,2,0,0.000,0.000,2
Radim Vrbata,30,PHX,RW,0.81,0.45,0.35,3.01,232,15.1,399,58.1,4.5,104.1,53.1,46.9,18:39,1435,3:13,77,35,25,9,27,19,8,0.117,0.104,62
Justin Williams,30,LAK,RW,0.72,0.27,0.45,2.94,241,9.1,415,57.1,4.7,99.4,53.1,46.9,17:09,1406,2:35,82,22,13,9,37,27,10,0.110,0.122,59
Brad Winchester,30,SJS,LW,0.15,0.09,0.06,1.07,72,8.3,111,64.9,-4.1,96.8,54.8,45.2,7:48,523,0:09,67,6,6,0,4,4,0,0.000,0.000,10
Nolan Yonkman,30,FLA,D,0.00,0.00,0.00,0.00,0,,1,0,3,100,66.7,33.3,6:19,6,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Bryan Allen,31,CAR,D,0.17,0.01,0.16,1.06,87,1.1,210,41.4,-1.9,99.9,40,60,19:10,1571,0:07,82,1,1,0,13,12,0,0.000,0.000,14
Nik Antropov,31,WPG,C,0.51,0.22,0.29,1.38,95,15.8,177,53.7,-0.4,99.2,57,43,16:31,1140,2:02,69,15,11,4,20,14,6,0.058,0.087,35
Sean Avery,31,NYR,C,0.20,0.20,0.00,1.00,15,20,31,48.4,4.6,105.2,57.1,42.9,7:01,105,0:00,15,3,3,0,0,0,0,0.000,0.000,3
Krys Barch,31,TOT,RW,0.10,0.04,0.06,0.47,24,8.3,43,55.8,-4.4,100.9,51.6,48.4,7:21,375,0:01,51,2,2,0,3,3,0,0.000,0.000,5
Francois Beauchemin,31,ANA,D,0.27,0.10,0.17,1.70,139,5.8,284,48.9,0.2,97.7,47.6,52.4,25:33,2095,1:28,82,8,5,3,14,11,2,0.037,0.024,22
Mark Bell,31,ANA,LW,0.00,0.00,0.00,0.00,0,,3,0,-10.4,100,40,60,6:26,32,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Marc-Andre Bergeron,31,TBL,D,0.56,0.09,0.47,1.86,80,5,198,40.4,5.1,101.4,71.2,28.8,19:21,832,2:48,43,4,3,1,20,12,8,0.023,0.186,24
Sheldon Brookbank,31,ANA,D,0.18,0.04,0.14,0.61,49,6.1,132,37.1,-5.4,103.2,47.1,52.9,15:36,1248,0:04,80,3,3,0,11,10,0,0.000,0.000,14
Matt Carkner,31,OTT,D,0.10,0.03,0.07,0.59,17,5.9,52,32.7,-3.3,101,48.9,51.1,11:55,345,0:00,29,1,1,0,2,2,0,0.000,0.000,3
John Erskine,31,WSH,D,0.07,0.00,0.07,0.71,20,0,41,48.8,2.9,102.3,54.9,45.1,12:06,339,0:01,28,0,0,0,2,1,0,0.000,0.000,2
Vernon Fiddler,31,DAL,C,0.26,0.10,0.16,1.50,123,6.5,214,57.5,-6.5,98.2,41.4,58.6,13:59,1147,0:07,82,8,8,0,13,12,0,0.000,0.000,21
Mike Fisher,31,NSH,C,0.71,0.33,0.38,2.18,157,15.3,260,60.4,-5.4,104.1,40.9,59.1,19:18,1389,2:16,72,24,19,5,27,17,9,0.069,0.125,51
Simon Gagne,31,LAK,LW,0.50,0.21,0.29,2.21,75,9.3,123,58.5,1.3,97.8,59,41,17:59,612,3:01,34,7,6,0,10,6,4,0.000,0.118,17
Adam Hall,31,TBL,RW,0.12,0.04,0.09,1.11,63,3.2,89,70.8,-6.1,96.2,32.5,67.5,11:52,676,0:03,57,2,2,0,5,5,0,0.000,0.000,7
Dany Heatley,31,MIN,RW,0.65,0.29,0.35,2.90,238,10.1,434,54.8,3.2,101.2,50.4,49.6,20:57,1717,3:23,82,24,16,8,29,18,11,0.098,0.134,53
Darcy Hordichuk,31,EDM,LW,0.07,0.02,0.05,0.63,27,3.7,37,73,-5.4,96.5,52.3,47.7,4:21,187,0:00,43,1,1,0,2,2,0,0.000,0.000,3
Trent Hunter,31,LAK,RW,0.18,0.05,0.13,1.34,51,3.9,88,56.8,-0.5,97.3,44.7,55.3,10:06,384,0:44,38,2,2,0,5,4,1,0.000,0.026,7
Doug Janik,31,DET,D,0.11,0.00,0.11,0.67,6,0,25,24,-4.9,100.1,57.4,42.6,14:30,131,0:04,9,0,0,0,1,1,0,0.000,0.000,1
Chris Kelly,31,BOS,C,0.48,0.24,0.23,1.49,122,16.4,200,61,-4.3,105.5,48,52,14:44,1208,0:12,82,20,17,1,19,19,0,0.012,0.000,39
Zenon Konopka,31,OTT,C,0.09,0.05,0.04,0.62,34,8.8,53,64.2,-8.8,98,48.7,51.3,7:51,431,0:09,55,3,2,1,2,2,0,0.018,0.000,5
Niklas Kronwall,31,DET,D,0.44,0.18,0.26,1.72,141,10.6,281,50.2,-4,99.5,53.3,46.7,22:52,1875,2:41,82,15,8,7,21,13,7,0.085,0.085,36
